      spec     ebeam        ep    thetac        xb        q2        w2      xsec      perr      stat      gerr   density       cer       kin       csb       acc       rad      live      pion
   0.00000  10.60200   3.54194  21.03500   0.37634   4.98598   9.14289   0.82432   0.01219   0.00999   0.01229   0.01100   0.00100   0.00043   0.00100   0.00017   0.00501   0.00047   0.00140
   0.00000  10.60200   3.57485  21.03500   0.38162   5.03230   9.03482   0.81137   0.01225   0.01008   0.01228   0.01100   0.00100   0.00047   0.00090   0.00017   0.00501   0.00047   0.00140
   0.00000  10.60200   3.77140  21.03500   0.41419   5.30900   8.38927   0.80195   0.00832   0.00540   0.01233   0.01100   0.00100   0.00051   0.00051   0.00019   0.00501   0.00107   0.00140
   0.00000  10.60200   3.81126  21.03500   0.42102   5.36510   8.25838   0.80498   0.00833   0.00545   0.01232   0.01100   0.00100   0.00054   0.00045   0.00019   0.00501   0.00107   0.00140
   0.00000  10.60200   3.85111  21.03500   0.42793   5.42120   8.12749   0.79330   0.00839   0.00551   0.01232   0.01100   0.00100   0.00054   0.00040   0.00020   0.00500   0.00107   0.00140
   0.00000  10.60200   3.89097  21.03500   0.43493   5.47731   7.99660   0.78949   0.00840   0.00556   0.01232   0.01100   0.00100   0.00052   0.00036   0.00020   0.00500   0.00107   0.00140
   0.00000  10.60200   3.93082  21.03500   0.44201   5.53340   7.86572   0.79190   0.00845   0.00563   0.01232   0.01100   0.00100   0.00058   0.00032   0.00021   0.00500   0.00107   0.00140
   0.00000  10.60200   3.97067  21.03500   0.44917   5.58950   7.73484   0.79040   0.00851   0.00572   0.01232   0.01100   0.00100   0.00058   0.00028   0.00021   0.00500   0.00107   0.00140
   0.00000  10.60200   4.01052  21.03500   0.45642   5.64560   7.60396   0.77890   0.00854   0.00578   0.01232   0.01100   0.00100   0.00056   0.00025   0.00022   0.00500   0.00107   0.00140
   0.00000  10.60200   4.05037  21.03500   0.46376   5.70169   7.47309   0.78491   0.00861   0.00586   0.01232   0.01100   0.00100   0.00055   0.00023   0.00022   0.00500   0.00107   0.00140
   0.00000  10.60200   4.09021  21.03500   0.47119   5.75779   7.34222   0.78092   0.00862   0.00592   0.01232   0.01100   0.00100   0.00057   0.00020   0.00023   0.00500   0.00107   0.00140
   0.00000  10.60200   4.13006  21.03500   0.47871   5.81388   7.21136   0.77851   0.00869   0.00602   0.01232   0.01100   0.00100   0.00058   0.00018   0.00023   0.00500   0.00107   0.00140
   0.00000  10.60200   4.16991  21.03500   0.48632   5.86997   7.08050   0.76707   0.00876   0.00611   0.01232   0.01100   0.00100   0.00058   0.00016   0.00024   0.00500   0.00107   0.00140
   0.00000  10.60200   4.20975  21.03500   0.49403   5.92605   6.94964   0.77130   0.00884   0.00623   0.01232   0.01100   0.00100   0.00059   0.00015   0.00024   0.00500   0.00107   0.00140
   0.00000  10.60200   4.24959  21.03500   0.50183   5.98214   6.81879   0.77193   0.00890   0.00633   0.01232   0.01100   0.00100   0.00060   0.00013   0.00025   0.00500   0.00107   0.00140
   0.00000  10.60200   4.28943  21.03500   0.50974   6.03823   6.68794   0.77093   0.00901   0.00643   0.01232   0.01100   0.00100   0.00061   0.00012   0.00026   0.00500   0.00107   0.00140
   0.00000  10.60200   4.32927  21.03500   0.51774   6.09431   6.55709   0.76441   0.00905   0.00653   0.01232   0.01100   0.00100   0.00061   0.00011   0.00026   0.00500   0.00107   0.00140
   0.00000  10.60200   4.23851  21.03500   0.49965   5.96654   6.85519   0.77269   0.00870   0.00686   0.01227   0.01100   0.00100   0.00063   0.00014   0.00025   0.00500   0.00046   0.00140
